"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7046","Verify login functionality","tests","Tue Feb 03 13:17:26 IST 2026","passed","Tue Feb 03 13:17:33 IST 2026","","playwright_login","",""
